"war_name"
"2003年伊拉克战争"
"2008年俄罗斯－格鲁吉亚战争"
"1994年第一次车臣战争"
"1999年第二次车臣战争"
"2011年叙利亚内战"
"2011年利比亚内战"
"伊拉克战争"
"北爱尔兰问题"
"越战"
"海湾战争"
"阿富汗战争"
"伊拉克战争"
"海湾战争"
"伊拉克战争"
"越战"
"中越战争"
"柬泰边境冲突"
"第二次世界大战"
"法越战争"
"两伊战争"
"墨西哥毒品战争"
"1956年匈牙利革命"
"越南战争"
"1979年阿富汗战争"
"纳戈尔诺-卡拉巴赫战争"
"格鲁吉亚内战"
"Georgian Civil War"
"1991年南奥塞梯战争"
"第一次车臣战争"
"奥塞梯－印古什战争"
"East Prigorodny Conflict"
"1992年阿布哈兹战争"
"War in Abkhazia (1992–1993)"
"聂斯特河沿岸战争"
"塔吉克内战"
"格鲁吉亚内战"
"Georgian Civil War"
"第二次车臣战争"
"1998年阿布哈兹战争"
"达吉斯坦战争"
"War of Dagestan"
"2001年阿富汗战争"
"伊拉克战争"
"莫斯科歌剧院胁持事件"
"别斯兰人质危机"
"2008年南奥塞梯战争"
"北高加索叛乱"
"2011年利比亚内战"
"叙利亚内战"
"顿巴斯战争"
"二战"
"[1]"
"德苏战争"
"印度支那战争"
"葡萄牙殖民战争"
"越南战争"
"第二次布尔战争"
"义和团运动"
"辛亥革命"
"北伐战争"
"第一次世界大战"
"爱尔兰独立战争"
"芬兰内战"
"墨西哥革命"
"俄国内战"
"苏波战争"
"西班牙内战"
"中国抗日战争"
"第二次世界大战"
"苏德战争"
"苏芬战争"
"国共内战"
"朝鲜战争"
"越南战争"
"伊拉克战争"
"德国殖民战争"
"义和团运动"
"一次大战"
"二次大战"
"西班牙内战"
"中国抗日战争"
"二次大战"
"国共内战"
"第二次世界大战"
"[1]"
"1945年第一次印度支那战争"
"冷战"
"朝鲜战争"
"古巴革命"
"越南战争"
"1962年中印边境战争"
"1954年阿尔及利亚战争"
"1965年印巴战争"
"1980年伊朗大使馆包围战"
"1980年两伊战争"
"1982年福克兰战争"
"1991年塞拉利昂内战"
"2011年利比亚内战"
"2011年叙利亚内战"
"二战"
"别斯兰人质危机"
"北高加索叛乱"
"叙利亚内战"
"海湾战争"
"索马里内战"
"科索沃战争"
"阿富汗战争（2001年－现在）"
"伊拉克战争"
"中印边境战争"
"越南战争"
"中越战争"
"美国入侵巴拿马"
"海湾战争"
"UNITAF"
"波斯尼亚战争"
"科索沃战争"
"2001年阿富汗战争"
"2003年伊拉克战争"
"伊拉克内战"
"叙利亚内战"
"墨西哥毒品战争"
"第二次世界大战"
"德苏战争"
"继续战争"
"法越战争"
"越战"
"中东战争"
"葡萄牙殖民地战争"
"波斯湾战争"
"两伊战争"
"科索沃战争"
"南斯拉夫内战"
"伊拉克战争"
"叙利亚内战"
"顿巴斯战争"
"越南战争"
"寮国内战"
"柬埔寨内战"
"柬越战争"
"六日战争"
"柬越战争"
"赎罪日战争"
"安哥拉内战"
"黎巴嫩内战"
"乍得－利比亚冲突"
"Chadian–Libyan conflict"
"欧加登战争"
"罗德西亚丛林战争"
"阿富汗内战"
"中越战争"
"1979年阿富汗战争"
"萨尔瓦多内战"
"Salvadoran Civil War"
"两伊战争"
"两山战役"
"1982年埃塞俄比亚－索马里边境战争"
"1982 Ethiopian–Somali Border War"
"第二次苏丹内战"
"黎巴嫩南部冲突"
"South Lebanon conflict (1985–2000)"
"纳戈尔诺-卡拉巴赫战争"
"格鲁吉亚－奥塞梯冲突"
"阿尔及利亚内战"
"海湾战争"
"格鲁吉亚内战"
"Georgian Civil War"
"1991年南奥塞梯战争"
"第一次车臣战争"
"奥塞梯－印古什战争"
"East Prigorodny Conflict"
"塔吉克内战"
"1992年阿布哈兹战争"
"War in Abkhazia (1992–1993)"
"聂斯特河沿岸战争"
"索马里内战"
"南斯拉夫内战"
"克罗埃西亚独立战争"
"波士尼亚战争"
"第二次车臣战争"
"1998年阿布哈兹战争"
"科索沃战争"
"达吉斯坦战争"
"War of Dagestan"
"2001年阿富汗战争"
"伊拉克战争"
"泰柬边境争端"
"2008年南奥塞梯战争"
"博科圣地叛乱"
"北高加索叛乱"
"2011年利比亚内战"
"叙利亚内战"
"伊拉克内战"
"马里北部冲突"
"南苏丹内战"
"顿巴斯战争"
"第二次利比亚内战"
"2015年也门内战"
"一次大战"
"查科战争"
"俄国内战"
"中国抗日战争"
"二次大战"
"国共内战"
"印巴战争"
"第一次中东战争"
"韩战"
"北爱尔兰问题"
"刚果危机"
"南非边境战争"
"印尼"
"菲律宾"
"2001年阿富汗战争"
"2006年斐济军事政变"
"2011年利比亚内战"
"印尼"
"菲律宾"
"2001年阿富汗战争"
"2006年斐济军事政变"
"2011年利比亚内战"
"第二次世界大战"
"中国抗日战争"
"1999年第二次车臣战争"
"1999年达吉斯坦战争"
"War of Dagestan"
"2008年俄罗斯－格鲁吉亚战争"
"2009年北高加索叛乱"
"2011年叙利亚内战"
"2014年克里米亚危机"
"顿巴斯战争"
"第二次世界大战"
"中国抗日战争"
"印度支那战争"
"国共内战"
"朝鲜战争"
"越战"
"1979年阿富汗战争"
"波斯湾战争"
"第一次车臣战争"
"2015年也门内战"
"实战"
"波斯湾战争"
"越南战争"
"第三次中东战争"
"1965年印巴战争"
"1971年印巴战争"
"两伊战争"
"摩加迪休之战"
"朝鲜战争"
"越战"
"第二次世界大战"
"第二次世界大战"
"二战"
"第二次世界大战"
"第二次世界大战"
"第二次世界大战"
"第二次世界大战"
"以色列独立战争"
"西班牙内战"
"二战"
"诺门罕战役"
"赎罪日战争"
"第二次世界大战"
"第二次世界大战"
"国共内战"
"韩战"
"抗日战争"
"西班牙内战"
"第二次世界大战"
"持久自由军事行动"
"伊拉克自由行动"
"叙利亚内战"
"海湾战争"
"越南战争"
"柬埔寨内战"
"苏联－阿富汗战争"
"伊拉克战争"
"海湾战争"
"波士尼亚战争"
"罗德西亚丛林战争"
"阿富汗战争 (2001年)"
"第二次中日战争"
"第二次世界大战"
"第二次中日战争"
"苏日国界战争"
"第二次世界大战"
"二次大战"
"越南战争"
"中东战争"
"1979年阿富汗战争"
"两伊战争"
"入侵科威特"
"纳戈尔诺-卡拉巴赫战争"
"车臣战争"
"塔吉克内战"
"格鲁吉亚内战"
"伊拉克战争"
"2008年南奥塞梯战争"
"2011年利比亚内战"
"叙利亚内战"
"顿巴斯战争"
"二次大战"
"韩战"
"越战"
"第二次世界大战"
"第二次世界大战"
"二战"
"橘子战争
"
"第二次马拉塔战争
"
"第三次反法同盟拿破仑战争的一部分
"
"俄国-波斯战争 (1804年-1813年)
"
"1805年埃及革命 拿破仑战争的一部分
"
"法瑞战争拿破仑战争的一部分
"
"第四次反法同盟拿破仑战争的一部分
"
"第七次俄土战争拿破仑战争的一部分
"
"英国入侵拉普拉塔
"
"半岛战争拿破仑战争的一部分
"
"炮舰战争 拿破仑战争的一部分
"
"英土战争 (1807年-1812年)拿破仑战争的一部分
"
"英土战争 (1807年-1809年)拿破仑战争的一部分
"
"芬兰战争
"
"丹瑞战争 (1808-1809)拿破仑战争的一部分
"
"第五次反法同盟拿破仑战争的一部分
"
"玻利维亚独立战争 拉丁美洲独立战争的一部分
"
"秘鲁独立战争 拉丁美洲独立战争的一部分
"
"智利独立战争 拉丁美洲独立战争的一部分
"
"夏威夷统一战争
"
"墨西哥独立战争 拉丁美洲独立战争的一部分
"
"委内瑞拉独立战争 拉丁美洲独立战争的一部分
"
"俄法战争拿破仑战争的一部分
"
"第六次反法同盟拿破仑战争的一部分
"
"美国第二次独立战争
"
"克里克战争
"
"癸酉之变
"
"瑞挪战争 (1814年)拿破仑战争的一部分
"
"廓尔喀战争
"
"阿根廷内战
"
"第二次巴巴利战争
"
"第七次反法同盟
"
"那不勒斯战争百日之变的一部分
"
"高加索战争
"
"第三次马拉塔战争
"
"第一次塞米诺尔战争
"
"厄瓜多尔独立战争 拉丁美洲独立战争的一部分
"
"西班牙立宪革命
"
"奥斯曼-波斯战争 (1821年-1823年)
"
"巴西独立战争 拉丁美洲独立战争的一部分
"
"希腊独立战争
"
"帕达里战争
"
"西班牙再征服墨西哥 拉丁美洲独立战争的一部分
"
"第一次阿散蒂战争
"
"第一次英缅战争
"
"十二月党人起义
"
"爪哇战争
"
"黑色战争
"
"俄国-波斯战争 (18216年-1828年)
"
"大哥伦比亚-秘鲁战争
"
"自由派战争
"
"第八次俄土战争
"
"十一月起义
"
"比利时革命
"
"法国入侵阿尔及利亚
"
"第一次土埃战争
"
"黑鹰战争
"
"第一次卡洛斯战争
"
"托莱多战争
"
"得克萨斯革命
"
"第二次塞米诺尔战争
"
"法拉波斯战争
"
"邦联战争
"
"下加拿大叛乱1837年叛乱的一部分
"
"上加拿大叛乱1837年叛乱的一部分
"
"血河之战
"
"摩门战争
"
"糕点战争
"
"阿鲁斯图克战争
"
"蜂蜜战争
"
"第一次英阿战争
"
"第二次土埃战争
"
"乌拉圭内战
"
"森巴战争
"
"多米尼加共和国独立战争
"
"新西兰土地战争
"
"法摩战争
"
"第一次英国锡克战争
"
"第二次卡洛斯战争（War of the Madrugadores）
"
"美墨战争
"
"分离同盟战争
"
"意大利1848年革命1848年革命的一部分
"
"大波兰起义 (1848年)1848年革命的一部分
"
"法国二月革命1848年革命的一部分
"
"德意志1848年革命1848年革命的一部分
"
"奥地利1848年革命1848年革命的一部分
"
"瓦拉几亚1848年革命1848年革命的一部分
"
"西西里1848年革命1848年革命的一部分
"
"第一次意大利独立战争1848年革命的一部分
"
"第二次英国锡克战争
"
"匈牙利民族解放战争1848年革命的一部分
"
"第一次石勒苏益格战争（三年战争）
"
"铂金战争
"
"第二次英缅战争
"
"捻军起义
"
"克里米亚战争
"
"堪萨斯内战
"
"廓藏战争
"
"第三次塞米诺尔战争
"
"云南回变
"
"第二次鸦片战争（亚罗号战争）
"
"英国-波斯战争
"
"印度民族起义
"
"犹他战争
"
"改革战争
"
"南圻远征
"
"第二次意大利独立战争
"
"西摩战争
"
"马来亚第一次拿律战争
"
"俄国征服中亚
"
"第一次塔腊纳基战争（第二次毛利战争）
"
"占领阿劳卡尼亚阿劳卡尼亚战争的一部分
"
"南北战争（美国内战）
"
"法国武装干涉墨西哥（法墨战争）
"
"同治陕甘回变
"
"同治新疆回乱
"
"下关战争
"
"萨英战争
"
"第二次阿散蒂战争
"
"天狗党之乱
"
"第一次长州征讨
"
"普丹战争（第二次石勒苏益格战争）
"
"不丹战争
"
"巴拉圭战争（三国同盟战争）
"
"第二次长州征讨
"
"普奥战争（七星期战争）
"
"第三次意大利独立战争普奥战争的一部分
"
"丙寅洋扰
"
"美国福尔摩沙远征
"
"戊辰战争
"
"樟脑战争
"
"十年战争
"
"辛未洋扰
"
"巴黎公社革命
"
"第三次卡洛斯战争
"
"莫多克战争
"
"亚齐战争
"
"第三次阿散蒂战争
"
"佐贺之乱
"
"石门战争
"
"红河战争
"
"狮头社战争
"
"太鲁阁之役
"
"清军收复新疆之战
"
"神风连之乱
"
"秋月之乱
"
"萩之乱
"
"西南战争
"
"俄土战争 (1877年-1878年)
"
"达固湖湾战争
"
"第二次英阿战争
"
"祖鲁战争
"
"硝石战争（太平洋战争）
"
"法国入侵突尼斯
"
"马赫迪战争
"
"第一次马达加斯加战争
"
"北圻远征
"
"中法战争
"
"第三次英缅战争
"
"塞保战争
"
"第二次英藏战争
"
"法暹战争
"
"东学党起义
"
"甲午战争
"
"第二次马达加斯加战争
"
"第四次阿散蒂战争
"
"乙未战争
"
"古巴独立战争
"
"第一次义衣战争
"
"菲律宾革命
"
"英桑战争历史上最短的战争
"
"第一次希土战争
"
"美西战争
"
"美菲战争
"
"千日战争
"
"第二次波耳战争
"
"金椅战争
"
"八国联军战争
"
"阿罗战争（英语：Anglo-Aro War）
"
"拜伦多起义（英语：Bailundo Revolt of 1902）
"
"委内瑞拉危机 (1902年－1903年)（英语：Venezuela Crisis of 1902-1903）
"
"沙特阿拉伯统一战争
"
"第二次英藏战争
"
"赫雷罗战争（英语：Herero and Namaqua Genocide）
"
"日俄战争
"
"俄国革命
"
"波斯立宪革命
"
"荷兰入侵巴厘岛 (1906年)（英语：Dutch intervention in Bali (1906)）
"
"义兵运动
"
"墨西哥革命
"
"辛亥革命
"
"义土战争（的黎波里战争）
"
"第一次巴尔干战争
"
"第二次巴尔干战争
"
"二次革命
"
"第一次世界大战
"
"护国战争
"
"复活节起义
"
"俄国革命（二月革命及十月革命）
"
"爱沙尼亚解放战争
"
"第一次护法战争
"
"立陶宛独立战争
"
"芬兰内战
"
"俄国内战
"
"协约国武装干涉俄国内战俄国内战的一部分
"
"阿塞拜疆-亚美尼亚战争
"
"大波兰起义
"
"波乌战争
"
"捷波战争
"
"第三次英阿战争
"
"西里西亚起义
"
"波苏战争
"
"爱尔兰独立战争（英爱战争）
"
"土耳其独立战争
"
"第二次希土战争土耳其独立战争的一部分
"
"波立战争立陶宛独立战争的一部分
"
"第二次护法战争
"
"直皖战争
"
"第一次粤桂战争
"
"里夫战争
"
"第二次粤桂战争
"
"爱尔兰内战
"
"第一次直奉战争
"
"第二次直奉战争
"
"江浙战争
"
"国民政府东征
"
"反奉战争
"
"北伐战争
"
"第一次国共内战
"
"宁汉战争
"
"蒋桂战争
"
"中东路事件
"
"中原大战
"
"雾社事件
"
"制宪派战争
"
"九一八事变
"
"哥伦比亚-秘鲁战争
"
"大厦谷战争
"
"奥地利内战
"
"沙特-也门战争
"
"第二次义衣战争
"
"西班牙内战
"
"绥远抗战抗日战争的一部分
"
"抗日战争第二次世界大战的一部分
"
"苏日国界战争第二次世界大战的一部分
"
"第二次世界大战
"
"斯洛伐克匈牙利战争
"
"冬季战争第二次世界大战的一部分
"
"第二次泰法战争
"
"英苏入侵伊朗
"
"厄秘战争
"
"英国伊拉克战争第二次世界大战的一部分
"
"苏德战争第二次世界大战的一部分
"
"继续战争第二次世界大战的一部分
"
"太平洋战争第二次世界大战的一部分
"
"拉普兰战争第二次世界大战的一部分
"
"希腊内战
"
"三区革命
"
"伊拉克入侵科威特波斯湾战争的一部分
"
"波斯湾战争
"
"卢旺达内战
"
"图阿雷格叛乱 (1990年-1995年)（英语：Tuareg rebellion (1990–1995)）
"
"十日战争南斯拉夫内战的一部分
"
"第一次南奥塞梯战争（英语：1991–1992 South Ossetia War）
"
"吉布提内战（英语：Djiboutian Civil War）
"
"克罗地亚战争南斯拉夫内战的一部分
"
"塞拉利昂内战
"
"阿尔及利亚内战
"
"索马里内战
"
"格鲁吉亚内战（英语：Georgian Civil War）
"
"1991年伊拉克起义（英语：1991 uprisings in Iraq）
"
"东普里格罗迪尼冲突（英语：East Prigorodny conflict）
"
"阿富汗内战 (1992年–1996年)（英语：Civil war in Afghanistan (1992–1996)）
"
"德涅斯特河沿岸战争
"
"阿布哈兹战争 (1992年–1993年)（英语：War in Abkhazia (1992–1993)）
"
"波斯尼亚战争南斯拉夫内战的一部分
"
"克罗地亚–波斯尼亚战争（英语：Croat–Bosniak War）波斯尼亚战争的一部分
"
"塔吉克斯坦内战
"
"布隆迪内战（英语：Burundi Civil War）
"
"那加兰邦民族冲突（英语：Ethnic conflict in Nagaland）
"
"伊拉克库尔德内战（英语：Iraqi Kurdish Civil War）
"
"恰帕斯冲突（英语：Chiapas conflict）
"
"1994年也门内战
"
"第一次车臣战争
"
"卡普里维冲突（英语：Caprivi conflict）
"
"塞内帕河战争（英语：Cenepa War）
"
"欧加登暴动（英语：Insurgency in Ogaden）
"
"尼泊尔内战
"
"阿富汗内战 (1996年–2001年)（英语：Civil war in Afghanistan (1996–2001)）
"
"第一次刚果战争
"
"1997年阿尔巴尼亚危机战争
"
"刚果共和国内战
"
"1997年柬埔寨冲突
"
"普尔省骚乱
原为刚果共和国内战的一部分

"
"1998年阿布哈兹战争
"
"乍得内战 (1998年-2002年)
"
"科索沃战争南斯拉夫内战的一部分
"
"埃塞俄比亚-厄立特里亚战争
"
"第二次刚果战争
"
"几内亚比绍内战（英语：Guinea-Bissau Civil War）
"
"卡基尔战争
"
"1999年东帝汶骚动
"
"普雷舍沃山谷武装冲突
"
"第二次利比里亚内战（英语：Second Liberian Civil War）
"
"伊图利省冲突（英语：Ituri conflict）
"
"达吉斯坦战争（英语：War of Dagestan）
"
"第二次车臣战争
"
"基桑加尼六日战争（英语：Six Day War (Kisangani)）
"
"第二次巴勒斯坦大起义
"
"2001年印度-孟加拉边境冲突（英语：2001 Indian–Bangladeshi border conflict）
"
"2001年马其顿武装冲突
"
"阿富汗战争
"
"持久自由行动 (菲律宾)（英语：Operation Enduring Freedom – Philippines）
"
"持久自由行动 (非洲之角)（英语：Operation Enduring Freedom – Horn of Africa）
"
"防御之盾行动（英语：Operation Defensive Shield）第二次巴勒斯坦大起义的一部分
"
"科特迪瓦革命战争
"
"马格里布暴动 (2002年至今)
"
"达尔富尔冲突
"
"伊拉克战争
"
"俾路支省冲突（英语：Balochistan conflict）
"
"巴基斯坦西北部战争
"
"2004年海地内战
"
"中非共和国内战
"
"尼日尔河三角洲冲突（英语：Conflict in the Niger Delta）
"
"也门什叶派起义
"
"泰国南部暴动
"
"基武冲突（英语：Kivu conflict）
"
"第二次乍得内战（英语：Civil war in Chad (2005–2010)）
"
"埃尔贡山暴动（英语：Mount Elgon insurgency）
"
"法塔赫–哈马斯冲突（兄弟战争）
"
